"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Sep 25 05:47:02 UTC 2026","Fri Sep 25 05:47:03 UTC 2026","973","tests.PlayWrightTests.UserFacingPortal.Login","test_login_page","TestNeedHelpPage","","","Submitting with an invalid email format shows invalid email error",""
"passed","Fri Sep 25 05:47:20 UTC 2026","Fri Sep 25 05:47:20 UTC 2026","76","tests.PlayWrightTests.UserFacingPortal.Login","test_login_page","TestNeedHelpPageSpanish","","","Submitting with all fields shows success toaster in Spanish",""
"passed","Fri Sep 25 05:46:14 UTC 2026","Fri Sep 25 05:46:15 UTC 2026","55","tests.PlayWrightTests.UserFacingPortal.Login","test_login_page","TestLoginPage","","","Sign in with Code page displays the verification code delivery options prompt",""
"passed","Fri Sep 25 05:46:06 UTC 2026","Fri Sep 25 05:46:06 UTC 2026","43","tests.PlayWrightTests.UserFacingPortal.Login","test_login_page","TestLoginPage","","","Email input field is visible on the login page",""
"passed","Fri Sep 25 05:47:17 UTC 2026","Fri Sep 25 05:47:18 UTC 2026","693","tests.PlayWrightTests.UserFacingPortal.Login","test_login_page","TestNeedHelpPageSpanish","","","Submitting with email, category and message shows subject required error in Spanish",""
"passed","Fri Sep 25 05:46:06 UTC 2026","Fri Sep 25 05:46:06 UTC 2026","7","tests.PlayWrightTests.UserFacingPortal.Login","test_login_page","TestLoginPage","","","Password field label displays the text Password",""
"passed","Fri Sep 25 05:46:09 UTC 2026","Fri Sep 25 05:46:09 UTC 2026","56","tests.PlayWrightTests.UserFacingPortal.Login","test_login_page","TestLoginPage","","","Clicking Need Help button navigates to the feedback page",""
"passed","Fri Sep 25 05:46:09 UTC 2026","Fri Sep 25 05:46:09 UTC 2026","47","tests.PlayWrightTests.UserFacingPortal.Login","test_login_page","TestLoginPage","","","Submitting the form with a valid email and empty password shows password required error",""
"passed","Fri Sep 25 05:47:12 UTC 2026","Fri Sep 25 05:47:12 UTC 2026","65","tests.PlayWrightTests.UserFacingPortal.Login","test_login_page","TestNeedHelpPageSpanish","","","Submitting with message only shows email and subject errors in Spanish",""
"passed","Fri Sep 25 05:47:12 UTC 2026","Fri Sep 25 05:47:12 UTC 2026","5","tests.PlayWrightTests.UserFacingPortal.Login","test_login_page","TestNeedHelpPageSpanish","","","Register link is visible in Spanish on the Need Help page",""
"passed","Fri Sep 25 05:46:09 UTC 2026","Fri Sep 25 05:46:09 UTC 2026","57","tests.PlayWrightTests.UserFacingPortal.Login","test_login_page","TestLoginPage","","","Submitting the form with an invalid email format shows email and password validation errors",""
"passed","Fri Sep 25 05:47:12 UTC 2026","Fri Sep 25 05:47:12 UTC 2026","64","tests.PlayWrightTests.UserFacingPortal.Login","test_login_page","TestNeedHelpPageSpanish","","","Submitting with email only shows subject and message required errors in Spanish",""
"passed","Fri Sep 25 05:46:55 UTC 2026","Fri Sep 25 05:46:55 UTC 2026","49","tests.PlayWrightTests.UserFacingPortal.Login","test_login_page","TestLoginPageSpanish","","","Clicking the forgot password link navigates to the forgot password page",""
"passed","Fri Sep 25 05:46:06 UTC 2026","Fri Sep 25 05:46:06 UTC 2026","2","tests.PlayWrightTests.UserFacingPortal.Login","test_login_page","TestLoginPage","","","Don't have an account prompt text is displayed below the sign in form",""
"passed","Fri Sep 25 05:47:12 UTC 2026","Fri Sep 25 05:47:12 UTC 2026","6","tests.PlayWrightTests.UserFacingPortal.Login","test_login_page","TestNeedHelpPageSpanish","","","Message label is visible in Spanish on the Need Help page",""
"passed","Fri Sep 25 05:46:09 UTC 2026","Fri Sep 25 05:46:09 UTC 2026","92","tests.PlayWrightTests.UserFacingPortal.Login","test_login_page","TestLoginPage","","","Submitting the form with both email and password empty shows required field errors",""
"passed","Fri Sep 25 05:47:02 UTC 2026","Fri Sep 25 05:47:02 UTC 2026","2","tests.PlayWrightTests.UserFacingPortal.Login","test_login_page","TestNeedHelpPage","","","Message input placeholder text is correct",""
"passed","Fri Sep 25 05:46:13 UTC 2026","Fri Sep 25 05:46:14 UTC 2026","1344","tests.PlayWrightTests.UserFacingPortal.Login","test_login_page","TestLoginPage","","","Logging in with an account that has not been activated shows inactive account error message",""
"passed","Fri Sep 25 05:46:06 UTC 2026","Fri Sep 25 05:46:06 UTC 2026","6","tests.PlayWrightTests.UserFacingPortal.Login","test_login_page","TestLoginPage","","","Password input field is visible on the login page",""
"passed","Fri Sep 25 05:46:55 UTC 2026","Fri Sep 25 05:46:55 UTC 2026","8","tests.PlayWrightTests.UserFacingPortal.Login","test_login_page","TestLoginPageSpanish","","","Email field label displays the Spanish text for email",""
"passed","Fri Sep 25 05:47:12 UTC 2026","Fri Sep 25 05:47:12 UTC 2026","5","tests.PlayWrightTests.UserFacingPortal.Login","test_login_page","TestNeedHelpPageSpanish","","","Category label is visible in Spanish on the Need Help page",""
"passed","Fri Sep 25 05:47:02 UTC 2026","Fri Sep 25 05:47:02 UTC 2026","8","tests.PlayWrightTests.UserFacingPortal.Login","test_login_page","TestNeedHelpPage","","","Email label is visible on the Need Help page",""
"passed","Fri Sep 25 05:47:12 UTC 2026","Fri Sep 25 05:47:12 UTC 2026","6","tests.PlayWrightTests.UserFacingPortal.Login","test_login_page","TestNeedHelpPageSpanish","","","Add file button is visible in Spanish on the Need Help page",""
"passed","Fri Sep 25 05:47:02 UTC 2026","Fri Sep 25 05:47:02 UTC 2026","67","tests.PlayWrightTests.UserFacingPortal.Login","test_login_page","TestNeedHelpPage","","","Submitting with message only shows email required error",""
"passed","Fri Sep 25 05:47:02 UTC 2026","Fri Sep 25 05:47:02 UTC 2026","3","tests.PlayWrightTests.UserFacingPortal.Login","test_login_page","TestNeedHelpPage","","","Email input placeholder text is correct",""
"passed","Fri Sep 25 05:47:07 UTC 2026","Fri Sep 25 05:47:07 UTC 2026","967","tests.PlayWrightTests.UserFacingPortal.Login","test_login_page","TestNeedHelpPage","","","Submitting with email, subject and message shows success toaster",""
"passed","Fri Sep 25 05:47:02 UTC 2026","Fri Sep 25 05:47:02 UTC 2026","6","tests.PlayWrightTests.UserFacingPortal.Login","test_login_page","TestNeedHelpPage","","","Add file button icon is visible on the Need Help page",""
"passed","Fri Sep 25 05:47:07 UTC 2026","Fri Sep 25 05:47:08 UTC 2026","78","tests.PlayWrightTests.UserFacingPortal.Login","test_login_page","TestNeedHelpPage","","","Submitting with email, category, subject and message shows success toaster",""
"passed","Fri Sep 25 05:47:02 UTC 2026","Fri Sep 25 05:47:02 UTC 2026","2","tests.PlayWrightTests.UserFacingPortal.Login","test_login_page","TestNeedHelpPage","","","Subject input placeholder text is correct",""
"passed","Fri Sep 25 05:46:12 UTC 2026","Fri Sep 25 05:46:13 UTC 2026","1346","tests.PlayWrightTests.UserFacingPortal.Login","test_login_page","TestLoginPage","","","Logging in with a deactivated account shows the account deactivated error message",""
"passed","Fri Sep 25 05:46:55 UTC 2026","Fri Sep 25 05:46:58 UTC 2026","2361","tests.PlayWrightTests.UserFacingPortal.Login","test_login_page","TestLoginPageSpanish","","","Entering a valid email with an incorrect password shows wrong credentials error in Spanish",""
"passed","Fri Sep 25 05:46:09 UTC 2026","Fri Sep 25 05:46:12 UTC 2026","2348","tests.PlayWrightTests.UserFacingPortal.Login","test_login_page","TestLoginPage","","","Entering a valid email with an incorrect password shows wrong credentials error",""
"passed","Fri Sep 25 05:47:05 UTC 2026","Fri Sep 25 05:47:06 UTC 2026","629","tests.PlayWrightTests.UserFacingPortal.Login","test_login_page","TestNeedHelpPage","","","Submitting with email, category and subject shows message required error",""
"passed","Fri Sep 25 05:47:02 UTC 2026","Fri Sep 25 05:47:02 UTC 2026","9","tests.PlayWrightTests.UserFacingPortal.Login","test_login_page","TestNeedHelpPage","","","Message input field is visible on the Need Help page",""
"passed","Fri Sep 25 05:46:55 UTC 2026","Fri Sep 25 05:46:55 UTC 2026","8","tests.PlayWrightTests.UserFacingPortal.Login","test_login_page","TestLoginPageSpanish","","","Forgot password link is visible and enabled with Spanish label",""
"passed","Fri Sep 25 05:47:02 UTC 2026","Fri Sep 25 05:47:02 UTC 2026","21","tests.PlayWrightTests.UserFacingPortal.Login","test_login_page","TestNeedHelpPage","","","Subject label is visible on the Need Help page",""
"passed","Fri Sep 25 05:46:06 UTC 2026","Fri Sep 25 05:46:06 UTC 2026","9","tests.PlayWrightTests.UserFacingPortal.Login","test_login_page","TestLoginPage","","","Register link is visible and has the correct label",""
"passed","Fri Sep 25 05:47:02 UTC 2026","Fri Sep 25 05:47:02 UTC 2026","72","tests.PlayWrightTests.UserFacingPortal.Login","test_login_page","TestNeedHelpPage","","","Submitting without any data shows email required error",""
"passed","Fri Sep 25 05:46:14 UTC 2026","Fri Sep 25 05:46:14 UTC 2026","61","tests.PlayWrightTests.UserFacingPortal.Login","test_login_page","TestLoginPage","","","Entering a valid email and clicking Sign in with Code navigates to the code login page",""
"passed","Fri Sep 25 05:46:15 UTC 2026","Fri Sep 25 05:46:15 UTC 2026","9","tests.PlayWrightTests.UserFacingPortal.Login","test_login_page","TestLoginPage","","","Send Code Via Email button is visible and has the correct label on the code delivery page",""
"passed","Fri Sep 25 05:47:04 UTC 2026","Fri Sep 25 05:47:05 UTC 2026","715","tests.PlayWrightTests.UserFacingPortal.Login","test_login_page","TestNeedHelpPage","","","Submitting with email and subject only shows message required error",""
"passed","Fri Sep 25 05:47:02 UTC 2026","Fri Sep 25 05:47:02 UTC 2026","6","tests.PlayWrightTests.UserFacingPortal.Login","test_login_page","TestNeedHelpPage","","","Supported file format message is displayed",""
"passed","Fri Sep 25 05:47:12 UTC 2026","Fri Sep 25 05:47:12 UTC 2026","8","tests.PlayWrightTests.UserFacingPortal.Login","test_login_page","TestNeedHelpPageSpanish","","","Email label is visible in Spanish on the Need Help page",""
"passed","Fri Sep 25 05:46:06 UTC 2026","Fri Sep 25 05:46:06 UTC 2026","2","tests.PlayWrightTests.UserFacingPortal.Login","test_login_page","TestLoginPage","","","Password input has placeholder text Enter your password",""
"passed","Fri Sep 25 05:46:06 UTC 2026","Fri Sep 25 05:46:06 UTC 2026","53","tests.PlayWrightTests.UserFacingPortal.Login","test_login_page","TestLoginPage","","","Clicking Forgot password link navigates to the forgot password page",""
"passed","Fri Sep 25 05:46:55 UTC 2026","Fri Sep 25 05:46:55 UTC 2026","8","tests.PlayWrightTests.UserFacingPortal.Login","test_login_page","TestLoginPageSpanish","","","Sign in button is visible and enabled with Spanish label",""
"passed","Fri Sep 25 05:47:12 UTC 2026","Fri Sep 25 05:47:12 UTC 2026","72","tests.PlayWrightTests.UserFacingPortal.Login","test_login_page","TestNeedHelpPageSpanish","","","Submitting with subject only shows email and message errors in Spanish",""
"passed","Fri Sep 25 05:47:12 UTC 2026","Fri Sep 25 05:47:12 UTC 2026","6","tests.PlayWrightTests.UserFacingPortal.Login","test_login_page","TestNeedHelpPageSpanish","","","Message input field is visible in Spanish",""
"passed","Fri Sep 25 05:46:55 UTC 2026","Fri Sep 25 05:46:55 UTC 2026","31","tests.PlayWrightTests.UserFacingPortal.Login","test_login_page","TestLoginPageSpanish","","","Password input field is editable",""
"passed","Fri Sep 25 05:47:08 UTC 2026","Fri Sep 25 05:47:09 UTC 2026","1447","tests.PlayWrightTests.UserFacingPortal.Login","test_login_page","TestNeedHelpPage","","","Submitting with all fields including a file attachment shows success toaster",""
"passed","Fri Sep 25 05:47:02 UTC 2026","Fri Sep 25 05:47:02 UTC 2026","7","tests.PlayWrightTests.UserFacingPortal.Login","test_login_page","TestNeedHelpPage","","","Add Files label is visible on the Need Help page",""
"passed","Fri Sep 25 05:47:13 UTC 2026","Fri Sep 25 05:47:14 UTC 2026","732","tests.PlayWrightTests.UserFacingPortal.Login","test_login_page","TestNeedHelpPageSpanish","","","Submitting with email and category only shows subject required error in Spanish",""
"passed","Fri Sep 25 05:47:14 UTC 2026","Fri Sep 25 05:47:15 UTC 2026","1780","tests.PlayWrightTests.UserFacingPortal.Login","test_login_page","TestNeedHelpPageSpanish","","","Submitting with email and subject only shows message required error in Spanish",""
"passed","Fri Sep 25 05:47:12 UTC 2026","Fri Sep 25 05:47:12 UTC 2026","5","tests.PlayWrightTests.UserFacingPortal.Login","test_login_page","TestNeedHelpPageSpanish","","","Terms of Use link is visible in Spanish on the Need Help page",""
"passed","Fri Sep 25 05:46:59 UTC 2026","Fri Sep 25 05:47:00 UTC 2026","1330","tests.PlayWrightTests.UserFacingPortal.Login","test_login_page","TestLoginPageSpanish","","","Logging in with an inactive account shows the inactive account error in Spanish",""
"passed","Fri Sep 25 05:47:12 UTC 2026","Fri Sep 25 05:47:12 UTC 2026","6","tests.PlayWrightTests.UserFacingPortal.Login","test_login_page","TestNeedHelpPageSpanish","","","Subject label is visible in Spanish on the Need Help page",""
"passed","Fri Sep 25 05:47:05 UTC 2026","Fri Sep 25 05:47:05 UTC 2026","588","tests.PlayWrightTests.UserFacingPortal.Login","test_login_page","TestNeedHelpPage","","","Submitting with email and message only shows subject required error",""
"passed","Fri Sep 25 05:46:15 UTC 2026","Fri Sep 25 05:46:15 UTC 2026","8","tests.PlayWrightTests.UserFacingPortal.Login","test_login_page","TestLoginPage","","","Send Code Via Text button is visible on the code delivery page",""
"passed","Fri Sep 25 05:47:12 UTC 2026","Fri Sep 25 05:47:12 UTC 2026","5","tests.PlayWrightTests.UserFacingPortal.Login","test_login_page","TestNeedHelpPageSpanish","","","Submit button is visible in Spanish on the Need Help page",""
"passed","Fri Sep 25 05:46:55 UTC 2026","Fri Sep 25 05:46:55 UTC 2026","8","tests.PlayWrightTests.UserFacingPortal.Login","test_login_page","TestLoginPageSpanish","","","Need Help button is visible and enabled with Spanish label",""
"passed","Fri Sep 25 05:46:55 UTC 2026","Fri Sep 25 05:46:55 UTC 2026","8","tests.PlayWrightTests.UserFacingPortal.Login","test_login_page","TestLoginPageSpanish","","","Email input field is editable",""
"passed","Fri Sep 25 05:46:06 UTC 2026","Fri Sep 25 05:46:06 UTC 2026","7","tests.PlayWrightTests.UserFacingPortal.Login","test_login_page","TestLoginPage","","","Forgot password link is visible and has correct label",""
"passed","Fri Sep 25 05:46:06 UTC 2026","Fri Sep 25 05:46:06 UTC 2026","24","tests.PlayWrightTests.UserFacingPortal.Login","test_login_page","TestLoginPage","","","Sign in button is visible and has the correct label",""
"passed","Fri Sep 25 05:47:12 UTC 2026","Fri Sep 25 05:47:12 UTC 2026","1","tests.PlayWrightTests.UserFacingPortal.Login","test_login_page","TestNeedHelpPageSpanish","","","Subject input placeholder text is correct in Spanish",""
"passed","Fri Sep 25 05:47:02 UTC 2026","Fri Sep 25 05:47:02 UTC 2026","9","tests.PlayWrightTests.UserFacingPortal.Login","test_login_page","TestNeedHelpPage","","","Subject input field is visible on the Need Help page",""
"passed","Fri Sep 25 05:47:02 UTC 2026","Fri Sep 25 05:47:02 UTC 2026","74","tests.PlayWrightTests.UserFacingPortal.Login","test_login_page","TestNeedHelpPage","","","Submitting with email only shows subject required error",""
"passed","Fri Sep 25 05:46:14 UTC 2026","Fri Sep 25 05:46:14 UTC 2026","68","tests.PlayWrightTests.UserFacingPortal.Login","test_login_page","TestLoginPage","","","Clicking Sign in with Code with an empty email shows email required error",""
"passed","Fri Sep 25 05:46:15 UTC 2026","Fri Sep 25 05:46:15 UTC 2026","822","tests.PlayWrightTests.UserFacingPortal.Login","test_login_page","TestLoginPage","","","Clicking Send Code Via Email shows the code sent successfully confirmation message",""
"passed","Fri Sep 25 05:47:20 UTC 2026","Fri Sep 25 05:47:22 UTC 2026","2088","tests.PlayWrightTests.UserFacingPortal.Login","test_login_page","TestNeedHelpPageSpanish","","","Submitting with all fields including file attachment shows success toaster in Spanish",""
"passed","Fri Sep 25 05:46:55 UTC 2026","Fri Sep 25 05:46:55 UTC 2026","8","tests.PlayWrightTests.UserFacingPortal.Login","test_login_page","TestLoginPageSpanish","","","Privacy policy and terms of use links are enabled in Spanish",""
"passed","Fri Sep 25 05:47:02 UTC 2026","Fri Sep 25 05:47:02 UTC 2026","7","tests.PlayWrightTests.UserFacingPortal.Login","test_login_page","TestNeedHelpPage","","","Submit button is visible on the Need Help page",""
"passed","Fri Sep 25 05:47:12 UTC 2026","Fri Sep 25 05:47:13 UTC 2026","889","tests.PlayWrightTests.UserFacingPortal.Login","test_login_page","TestNeedHelpPageSpanish","","","Submitting with an invalid email format shows invalid email error in Spanish",""
"passed","Fri Sep 25 05:46:55 UTC 2026","Fri Sep 25 05:46:55 UTC 2026","25","tests.PlayWrightTests.UserFacingPortal.Login","test_login_page","TestLoginPageSpanish","","","Privacy policy and terms of use links are visible in Spanish",""
"passed","Fri Sep 25 05:47:12 UTC 2026","Fri Sep 25 05:47:12 UTC 2026","5","tests.PlayWrightTests.UserFacingPortal.Login","test_login_page","TestNeedHelpPageSpanish","","","Add Files label is visible in Spanish on the Need Help page",""
"passed","Fri Sep 25 05:47:02 UTC 2026","Fri Sep 25 05:47:02 UTC 2026","15","tests.PlayWrightTests.UserFacingPortal.Login","test_login_page","TestNeedHelpPage","","","Email input field is visible on the Need Help page",""
"passed","Fri Sep 25 05:47:03 UTC 2026","Fri Sep 25 05:47:04 UTC 2026","539","tests.PlayWrightTests.UserFacingPortal.Login","test_login_page","TestNeedHelpPage","","","Submitting with email and category only shows subject required error",""
"passed","Fri Sep 25 05:46:06 UTC 2026","Fri Sep 25 05:46:06 UTC 2026","6","tests.PlayWrightTests.UserFacingPortal.Login","test_login_page","TestLoginPage","","","Sign in with Code button is visible and has the correct label",""
"passed","Fri Sep 25 05:47:02 UTC 2026","Fri Sep 25 05:47:02 UTC 2026","6","tests.PlayWrightTests.UserFacingPortal.Login","test_login_page","TestNeedHelpPage","","","Contact us form heading text is correct",""
"passed","Fri Sep 25 05:46:08 UTC 2026","Fri Sep 25 05:46:09 UTC 2026","423","tests.PlayWrightTests.UserFacingPortal.Login","test_login_page","TestLoginPage","","","Need Help button is visible and has the correct label",""
"passed","Fri Sep 25 05:46:09 UTC 2026","Fri Sep 25 05:46:09 UTC 2026","57","tests.PlayWrightTests.UserFacingPortal.Login","test_login_page","TestLoginPage","","","Entering an invalid email format with a valid password shows invalid email error",""
"broken","Fri Sep 25 05:46:21 UTC 2026","Fri Sep 25 05:46:52 UTC 2026","30808","tests.PlayWrightTests.UserFacingPortal.Login","test_login_page","TestLoginPage","","","Signing in with a code emailed via 'Sign in with Code' successfully logs in and reaches the dashboard",""
"passed","Fri Sep 25 05:46:55 UTC 2026","Fri Sep 25 05:46:55 UTC 2026","53","tests.PlayWrightTests.UserFacingPortal.Login","test_login_page","TestLoginPageSpanish","","","Submitting an invalid email format shows the invalid email error in Spanish",""
"passed","Fri Sep 25 05:46:15 UTC 2026","Fri Sep 25 05:46:21 UTC 2026","5853","tests.PlayWrightTests.UserFacingPortal.Login","test_login_page","TestLoginPage","","","Logging in with valid credentials navigates to the dashboard and signing out returns to the login page",""
"passed","Fri Sep 25 05:46:09 UTC 2026","Fri Sep 25 05:46:09 UTC 2026","62","tests.PlayWrightTests.UserFacingPortal.Login","test_login_page","TestLoginPage","","","Submitting the form with only the password filled shows email required error",""
"passed","Fri Sep 25 05:47:12 UTC 2026","Fri Sep 25 05:47:12 UTC 2026","6","tests.PlayWrightTests.UserFacingPortal.Login","test_login_page","TestNeedHelpPageSpanish","","","Category dropdown is visible in Spanish on the Need Help page",""
"passed","Fri Sep 25 05:46:55 UTC 2026","Fri Sep 25 05:46:55 UTC 2026","9","tests.PlayWrightTests.UserFacingPortal.Login","test_login_page","TestLoginPageSpanish","","","Password input field masks the entered text",""
"passed","Fri Sep 25 05:47:16 UTC 2026","Fri Sep 25 05:47:17 UTC 2026","1211","tests.PlayWrightTests.UserFacingPortal.Login","test_login_page","TestNeedHelpPageSpanish","","","Submitting with email, category and subject shows message required error in Spanish",""
"passed","Fri Sep 25 05:46:06 UTC 2026","Fri Sep 25 05:46:06 UTC 2026","4","tests.PlayWrightTests.UserFacingPortal.Login","test_login_page","TestLoginPage","","","Browser tab title contains HabitNu",""
"passed","Fri Sep 25 05:46:55 UTC 2026","Fri Sep 25 05:46:55 UTC 2026","70","tests.PlayWrightTests.UserFacingPortal.Login","test_login_page","TestLoginPageSpanish","","","Submitting empty email and password shows required field errors in Spanish",""
