"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Tue Sep 01 03:01:55 UTC 2026","Tue Sep 01 03:04:11 UTC 2026","135454","tests.APITests.Web_App_tests","test_weightLossgraph","TestUserWeightLossGraph","","","test_validateUserWeightLossGraph_TwoPercent",""
"broken","Tue Sep 01 02:55:20 UTC 2026","Tue Sep 01 02:55:20 UTC 2026","20","tests.APITests.Web_App_tests","test_devices","TestDevices","","","test_validate_synced_time",""
"passed","Tue Sep 01 02:51:36 UTC 2026","Tue Sep 01 02:51:36 UTC 2026","257","tests.APITests.Web_App_tests","test_Forms","TestForms","","","Given HabiPersona form configured, When I hit FormBuilder List, Then I should be able to trigger HabiPersona form to the user selected",""
"passed","Tue Sep 01 02:56:45 UTC 2026","Tue Sep 01 02:56:48 UTC 2026","2969","tests.APITests.Web_App_tests","test_videos","TestVideos","","","demo_videos - Set up your scale",""
"failed","Tue Sep 01 02:55:50 UTC 2026","Tue Sep 01 02:56:38 UTC 2026","47813","tests.APITests.Web_App_tests","test_fitbit","TestFitbit","","","Validating Fitbit device data for timezone: India, where data is captured correctly from fitbit source without any discrepancies like data duplication when manually synced",""
"passed","Tue Sep 01 02:52:21 UTC 2026","Tue Sep 01 02:52:38 UTC 2026","17250","tests.APITests.Web_App_tests","test_Forms","TestForms","","","Given User has submitted SDOH form, When coach checks this user on coaches portal, Then Coach should be able to see user submitted SDOH form response under User profile-SDOH section",""
"passed","Tue Sep 01 02:51:33 UTC 2026","Tue Sep 01 02:51:36 UTC 2026","2477","tests.APITests.Web_App_tests","test_Forms","TestForms","","","Given the list of forms configured from FORM BUILDER, Then I should be able to fetch forms like Persona,GLP forms",""
"passed","Tue Sep 01 02:51:33 UTC 2026","Tue Sep 01 02:51:33 UTC 2026","411","tests.APITests.Web_App_tests","test_Forms","TestForms","","","Given SDOH form configured for the user partner, Then I should be able to trigger SDOH form to the user selected",""
"broken","Tue Sep 01 02:55:20 UTC 2026","Tue Sep 01 02:55:50 UTC 2026","30513","tests.APITests.Web_App_tests","test_devices","TestDevices","","","test_disconnectWithings",""
"broken","Tue Sep 01 02:51:44 UTC 2026","Tue Sep 01 02:51:54 UTC 2026","10481","tests.APITests.Web_App_tests","test_Forms","TestForms","","","Given User is interacting with HabiPersona form, When user select different options say OPTION2, Then I should see the form behaviour changing as per the form conditions set",""
"passed","Tue Sep 01 02:44:18 UTC 2026","Tue Sep 01 02:44:42 UTC 2026","24066","tests.APITests.Web_App_tests","test_AI_Chatbot","TestAI_Chatbot","","","Validate AI chatbot can log food entries and only upon confirmation",""
"broken","Tue Sep 01 02:50:46 UTC 2026","Tue Sep 01 02:51:11 UTC 2026","25599","tests.APITests.Web_App_tests","test_BMI","TestUserBMI","","","test_BMI_on_coachesPortal_upon_updating_weight",""
"passed","Tue Sep 01 02:44:11 UTC 2026","Tue Sep 01 02:44:18 UTC 2026","7036","tests.APITests.Web_App_tests","test_AI_Chatbot","TestAI_Chatbot","","","Validate AI chatbot can respond to user messages",""
"failed","Tue Sep 01 02:53:30 UTC 2026","Tue Sep 01 02:53:42 UTC 2026","11779","tests.APITests.Web_App_tests","test_Paywal","TestPaywal","","","Given user's cohort programDate is updated, When there are 7 days left in the program, Then the paywall banner should be validated successfully",""
"passed","Tue Sep 01 02:51:55 UTC 2026","Tue Sep 01 02:51:55 UTC 2026","627","tests.APITests.Web_App_tests","test_Forms","TestForms","","","Given SDOH form triggered, When user Login to user portal, Then user should be able to see SDOH form with the least order and unless its submitted/skipped, user can't interact with the app",""
